app_name&sdk_version&over&under&errors
hu.creapp.android.concorde-2014011601&all&2&8&0
com.canadaid.mobo-7&all&1&6&0
us.rthompson.concreteestimator-2&all&0&0&0
com.shocktech.bbo-25&all&1&5&0
com.kizoom.travelinecymru-25&all&0&2&0
com.andromo.dev314229.app301644-2&all&2&1&0
app.liger.first_to_15-4&all&0&7&0
com.iscmedia-3&all&4&5&0
com.jjvaca.eurocopa-5&all&1&3&0
cn.menue.decibelmeter-5&all&4&7&0
jp.joker.smile.jyanken-4&all&0&1&0
com.crowdcompass.appNDeTIUoVAv-1131&all&3&6&0
com.autocab.taxibooker.splendidtaxi.nyc-2220&all&5&7&0
com.god.shivji.aarti.hd.temple-2&all&4&12&0
com.jb.gokeyboard.theme.twemoticonskeyboard-10&all&2&6&0
com.appsbar.SleepShirt320087-1&all&6&2&0
com.CityBugCatcher.Game-4&all&1&7&0
com.aniv.facebook.android-2&all&0&1&0
oms.cj.xye-1&all&2&3&0
com.GraphicsApp.GravityBall-2&all&0&8&0
com.quickmobile.sands.marinabay14-230258&all&2&9&0
lt.osmgames-15&all&0&2&0
access.keyboards.shortcuts.app-3&all&0&4&0
murugancinemas.ticketnew.android.ui-2&all&1&0&0
org.garageapps.android.fractalwallpaperlite-1010&all&0&0&0
com.magook.kind36_105-23&all&12&7&0
com.yoursite.hidetextmessages-1&all&1&10&0
com.entumundo.nsm-12&all&1&11&0
com.mersatech.horizons-5&all&2&10&0
com.mohammad.BanglaHaraf-11&all&1&6&0
com.playnlearnapps.constructionracegame.Constructionracegame-5&all&0&1&0
jp.ne.blau.download_25-2&all&4&1&0
com.sitewit.connect-6&all&3&7&0
com.mmelo.murakami.guitarlesson_chapter11_play-2&all&0&6&0
com.bgexpertsllc.africafest-4&all&1&5&0
com.wFunnyInterestingThings-1403020154&all&0&6&0
jp.morimoto3-1&all&0&0&0
com.jigsawschoolapps.android.longlands-23&all&2&8&0
com.alicon.digi.book.magicforchildren-1&all&1&6&0
schoolapps.myungsung.taekwon-2&all&6&4&0
jp.ne.sakura.ivezuki.SenshuSyllabus-15&all&0&5&0
com.halodigital.hdvideo.chuggington-1&all&3&10&0
com.apps.doublecoin.easybudget.lite-1&all&1&6&0
air.tagdev.tagtv-1000002&all&1&1&0
com.minimumsystems.freesudoku-10000&all&1&7&0
com.twygo.bpmdaysc-2&all&1&0&0
com.magook.kind8_17-23&all&12&7&0
seo.single.project.activity-9&all&0&2&0
com.intamac.myserenity-1&all&2&4&0
com.dreamstep.wOnetouch-1321630939&all&0&4&0
com.conduit.app_acee1db9763541c79ade9e749e2e9deb.app-1&all&2&7&0
com.droidta.dictespt-1&all&1&8&0
es.amg.everything-5&all&1&8&0
com.jeffreyfunnyapplication.rabbitwallpaper-10&all&0&7&0
at.car4you.alvautomobile-1&all&3&7&0
sk.o2.mojeo2-5&all&1&5&0
com.hanna.pink-5&all&1&6&0
com.eonsoft.SmokingDiaryV2-18&all&4&9&0
com.redlanternstrategy.rls-11&all&4&8&0
com.loyalapps.victory-12&all&3&3&0
com.yapattack.karmaclothing-38&all&3&2&0
com.iconnect.goscreenlock.monster-200&all&1&1&0
loc.mada.bom-1&all&2&4&0
org.planinternational.longrun.norway-5&all&3&1&0
air.com.CarCustomizer-1001000&all&0&10&0
com.littlebigfun.emojifind-7&all&1&12&0
com.BiFuSiMo.Quizer_Dogs-10&all&0&1&0
com.mosync.PortalDasBencaos-4&all&1&0&0
fans.club.Ian-1&all&2&11&0
